Lijst Overzicht Reserveringen 

Datum: 21.09.2015 tot 22.05.2016 
Opleiding : 51230411 MA ING WET: COMPUTERWET. 
Studiejaar: alle 

Afdrukdatum: 14.12.2015 
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
|Event ID|Event Nr| Week|Datum |Dagnaam |Aanvang |Einde |Ects D| Objid D|Code |Teken|Objid SM|Objectomschrijving |Objid SC|S|Status Lok |Status Lok |Mnemonic|Lokaal Nr| Obj.-ID|Cap G|Lokaal |Code |Tekst gebouw |Straat en huisnummer |Plaats |Postcode|Lnd|S|Status Les |Status Les |Lesgever |Pers.nr.|Pers.nr.|Tekst Vak |Opmerking |Afhandeling |Reeksinfo |Alg. omsch|Reeksinfo Accent |Opm. Accen|Afh. Accen| 
|53309833| 8|201546|13.11.2015|Vrijdag |09:00:00|10:30:00|H02D2a|50286661|H02D2A|K |50290468|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200L |00.06 |50075346| 280 | |490-14|Auditoria L |Celestijnenlaan 200l |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|T. De Laet | 89691| 46457| Uncertainty in Artificial Intelligence: Lecture | | | | | | | | 
|53311485| 16|201546|13.11.2015|Vrijdag |10:30:00|12:30:00|H01F2a|50270933|H01F2A|K |50271075|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200G |00.06 |50075287| 292 | |492-11|Kandidatuur Scheikunde |Celestijnenlaan 200g |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|D. Cattrysse | 14059| 14059| Bedrijfskunde & Entrepreneurship: hoorcollege | | | | | | | | 
|53306725| 14|201546|13.11.2015|Vrijdag |14:00:00|16:00:00|D0R19a|50505311|D0R19A|K |50505356|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|PSI |02.51 |50075019| 111 | |110-01|Psychologisch Instituut |Tiensestraat 102 |Leuven |3000 |BE |1|@08\QStatus@|Goedgekeurd|F. Put | 3768| 3768| Simulation Theory and Applications | nazicht2 | | | | | | | 
|53308390| 7|201546|13.11.2015|Vrijdag |14:00:00|16:00:00|H04K5a|50448158|H04K5A|P |50448408|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200A |00.225 |50721558| 125 |AUDITORIUM COMPUTERWETENSCHAPPEN |490-12|Computerwetenschappen |Celestijnenlaan 200a |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|F. Piessens | 18905| 18905| Development of Secure Software: Lecture | | | | | | | | 
|53310107| 7|201546|13.11.2015|Vrijdag |14:00:00|16:00:00|H02A6a|50286635|H02A6A|K |50290511|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|ELEC |00.24 |50075207| 114 |AUD.B |335-01|Elektrotechnisch Instituut |Kasteelpark Arenberg 10 |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|D. Van Compernolle| 3755| 3755| Speech Recognition: Lecture | | | | | | | | 
|53311983| 8|201546|13.11.2015|Vrijdag |14:00:00|18:00:00|G0Q55a|50307003|G0Q55A|P |50307062|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200B |00.18 |50817847| 60 | |490-11|Instituut voor Wiskunde |Celestijnenlaan 200b |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|E. Duval | 16838| 16838| Fundamenten van Mens-machine interactie | | | | | | | | 
|53312451| 8|201546|13.11.2015|Vrijdag |14:00:00|16:00:00|H03F9a|50448293|H03F9A|P |50448366|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200S |01.03 |50075356| 50 | |490-17|Seminarielokalen |Celestijnenlaan 200s |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|D. Roose | 6989| 6989| Parallel Computing: Lecture | | | | | | | | 
|53310270| 8|201546|13.11.2015|Vrijdag |16:00:00|18:00:00|H02B1a|50286640|H02B1A|K |50290516|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200S |00.04 |50075355| 40 | |490-17|Seminarielokalen |Celestijnenlaan 200s |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|M. Moens | 37861| 12108| Natural Language Processing: Lecture | | | | | | | | 
|53310270| 8|201546|13.11.2015|Vrijdag |16:00:00|18:00:00|H02B1a|50286640|H02B1A|K |50290516|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200S |00.04 |50075355| 40 | |490-17|Seminarielokalen |Celestijnenlaan 200s |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|V. Vandeghinste | 35370| 35370| Natural Language Processing: Lecture | | | | | | | | 
|53340659| 1|201546|13.11.2015|Vrijdag |16:00:00|18:30:00|H00H1a|50359563|H02D1A|K |50290467|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200A |00.124 |50849432| 50 |Computerleslokaal (ex. 00.140) |490-12|Computerwetenschappen |Celestijnenlaan 200a |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|D. Roose | 6989| 6989| Genetic Algorithms and Evolutionary Computing: Exercises | bewust dubbele boeking set | | Group A: a.o. MAI | | | | | 
|53311800| 7|201547|16.11.2015|Maandag |10:30:00|12:30:00|H04G1a|50448317|H04G1B|K |51231338|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200A |00.225 |50721558| 125 |AUDITORIUM COMPUTERWETENSCHAPPEN |490-12|Computerwetenschappen |Celestijnenlaan 200a |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|B. De Decker | 4864| 4864| Besturingssystemen: hoorcollege | | | | | | | | 
|53361051| 3|201547|16.11.2015|Maandag |10:30:00|13:00:00|G0Q58a|50307006|G0Q57A|K |50307063|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|CBA |00.36 |50982558| 36 |Petrus Celestinuszaal |331-80|Celestijnenklooster - CBA |Willem de Croylaan 6 |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|W. Michiels | 11378| 11378| Wiskundige modellering en simulatie: oefeningen & practica | | | Group A | | | | | 
|53361051| 3|201547|16.11.2015|Maandag |10:30:00|13:00:00|G0Q58a|50307006|G0Q57A|K |50307063|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|CBA |00.36 |50982558| 36 |Petrus Celestinuszaal |331-80|Celestijnenklooster - CBA |Willem de Croylaan 6 |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|R. Cools | 16438| 16438| Wiskundige modellering en simulatie: oefeningen & practica | | | Group A | | | | | 
|53361051| 3|201547|16.11.2015|Maandag |10:30:00|13:00:00|G0Q58a|50307006|G0Q57A|K |50307063|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|CBA |00.36 |50982558| 36 |Petrus Celestinuszaal |331-80|Celestijnenklooster - CBA |Willem de Croylaan 6 |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|D. Nuyens | 89685| 38396| Wiskundige modellering en simulatie: oefeningen & practica | | | Group A | | | | | 
|53306725| 15|201547|16.11.2015|Maandag |13:00:00|15:00:00|D0R19a|50505311|D0R19A|K |50505356|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|HOGM |00.85 |50074936| 72 | |172-22|Huis De Munter |Naamsestraat 69 |Leuven |3000 |BE |1|@08\QStatus@|Goedgekeurd|F. Put | 3768| 3768| Simulation Theory and Applications | nazicht2 | | | | | | | 
|53311867| 8|201547|16.11.2015|Maandag |14:00:00|16:00:00|G0Q57a|50307005|G0Q57A|K |50307063|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|BOKU |03.22 |50359127| 90 | |334-30|Instituut Burgerlijke Bouwkunde|Kasteelpark Arenberg 40 |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|W. Michiels | 11378| 11378| Modellering en simulatie | | klassieke overheadprojector (glas) nodig| | | | | | 
|53311867| 8|201547|16.11.2015|Maandag |14:00:00|16:00:00|G0Q57a|50307005|G0Q57A|K |50307063|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|BOKU |03.22 |50359127| 90 | |334-30|Instituut Burgerlijke Bouwkunde|Kasteelpark Arenberg 40 |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|D. Nuyens | 89685| 38396| Modellering en simulatie | | klassieke overheadprojector (glas) nodig| | | | | | 
|53323453| 3|201547|16.11.2015|Maandag |16:00:00|18:30:00|H00G6a|50359558|H02C1A|P |50290457|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200B |00.16 |50817846| 60 | |490-11|Instituut voor Wiskunde |Celestijnenlaan 200b |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|H. Blockeel | 37438| 8122| Machine Learning and Inductive Inference: Exercises | bewust dubbele set (meerdere Reeksen) | | Group A: a.o. MAI | | | | | 
|53361052| 3|201547|16.11.2015|Maandag |16:00:00|18:30:00|G0Q58a|50307006|G0Q57A|K |50307063|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|CBA |00.36 |50982558| 36 |Petrus Celestinuszaal |331-80|Celestijnenklooster - CBA |Willem de Croylaan 6 |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|W. Michiels | 11378| 11378| Wiskundige modellering en simulatie: oefeningen & practica | | | Group B | | | | | 
|53361052| 3|201547|16.11.2015|Maandag |16:00:00|18:30:00|G0Q58a|50307006|G0Q57A|K |50307063|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|CBA |00.36 |50982558| 36 |Petrus Celestinuszaal |331-80|Celestijnenklooster - CBA |Willem de Croylaan 6 |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|R. Cools | 16438| 16438| Wiskundige modellering en simulatie: oefeningen & practica | | | Group B | | | | | 
|53361052| 3|201547|16.11.2015|Maandag |16:00:00|18:30:00|G0Q58a|50307006|G0Q57A|K |50307063|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|CBA |00.36 |50982558| 36 |Petrus Celestinuszaal |331-80|Celestijnenklooster - CBA |Willem de Croylaan 6 |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|D. Nuyens | 89685| 38396| Wiskundige modellering en simulatie: oefeningen & practica | | | Group B | | | | | 
|53526340| 3|201547|16.11.2015|Maandag |16:00:00|18:30:00|H00G6a|50359558|H02C1A|P |50290457|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200D |05.34 |50075316| 54 |200D.05.0034 |493-21|Instituut Natuurkunde Navorsing|Celestijnenlaan 200d |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|H. Blockeel | 37438| 8122| Machine Learning and Inductive Inference: Exercises | bewust dubbele boeking set & docent | | Group E | | | | | 
|53437232| 3|201547|16.11.2015|Maandag |19:30:00|21:30:00|W0AE0a|50309839|W0AE0A|K |50313472|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|PDS |01.30 |50074907| 814 |AULA PIETER DE SOMER |109-51|Rector P.De Somer-Aula |Charles Deberiotstraat 24|Leuven |3000 |BE |1|@08\QStatus@|Goedgekeurd|B. Pattyn | 17021| 17021| Lessen voor de 21ste eeuw | Dubbele boeking OK | | Studenten die de lessen volgen in LEUVEN | | | | | 
|53437660| 3|201547|16.11.2015|Maandag |19:30:00|21:30:00|W0AE0a|50309839|W0AE0A|K |50313472|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|C |00.613 |51022256| 40 |C613 - Videoconferentieklas |645-00|Gebouw C |Etienne Sabbelaan 53 |Kortrijk|8500 |BE |1|@08\QStatus@|Goedgekeurd|B. Pattyn | 17021| 17021| Lessen voor de 21ste eeuw | | | Voor Kulak-studenten | | | | | 
|53305993| 13|201547|17.11.2015|Dinsdag |08:30:00|10:30:00|H04H8a|50448142|H04H8B|K |50840604|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200S |00.05 |50075352| 40 | |490-17|Seminarielokalen |Celestijnenlaan 200s |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|F. Piessens | 18905| 18905| Formal Systems and their Applications: Lecture | | | | | | | | 
|53329627| 4|201547|17.11.2015|Dinsdag |13:30:00|16:00:00|H02K6a|50359568|H02A6A|K |50290511|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|ELEC |01.57 |50075205| 32 |Tijdelijk PC-lokaal ESAT |335-01|Elektrotechnisch Instituut |Kasteelpark Arenberg 10 |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|D. Van Compernolle| 3755| 3755| Speech Recognition: Exercises | | | Group A: a.o. MAI | | | | | 
|53316209| 4|201547|17.11.2015|Dinsdag |19:30:00|22:00:00|S0E06a|50670312|S0E06A|K |50670323|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|STUK |02.C004 |50074872| 304 |AUDITORIUM 02.C4 |106-01|Arenberginstituut - Stuk |Naamsestraat 96 |Leuven |3000 |BE |1|@08\QStatus@|Goedgekeurd|A. Cassiman | 13861| 13861| Interdisciplinary Perspectives on Development and Cultures | Moet op woensdag blijven staan owv gastsprekers die op DI en WOE in het land zijn en nadien vertrekken| | | | Cities in Development| | | 
|53311797| 8|201547|18.11.2015|Woensdag |08:30:00|10:30:00|H04L2a|50448160|H04L2A|K |50448412|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200A |00.144 |50849433| 60 |Seminarielokaal |490-12|Computerwetenschappen |Celestijnenlaan 200a |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|M. Lobelle | 65202| 65202| Software for Real-Time and Embedded Systems: Lecture | | | | | | | | 
|53310004| 8|201547|18.11.2015|Woensdag |09:00:00|10:30:00|H02D1a|50286660|H02D1A|K |50290467|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200D |05.11 |50075318| 106 |200D.05.0011 |493-21|Instituut Natuurkunde Navorsing|Celestijnenlaan 200d |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|D. Roose | 6989| 6989| Genetic Algorithms and Evolutionary Computing: Lecture | | | | | | | | 
|53310003| 7|201547|18.11.2015|Woensdag |14:00:00|16:00:00|H05N0a|50506605|H05N0A|P |50506610|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|BOKU |03.22 |50359127| 90 | |334-30|Instituut Burgerlijke Bouwkunde|Kasteelpark Arenberg 40 |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|P. De Causmaecker | 3471| 3471| Capita Selecta Computer Science: Artificial Intelligence | | | | | | | | 
|53310003| 7|201547|18.11.2015|Woensdag |14:00:00|16:00:00|H05N0a|50506605|H05N0A|P |50506610|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|BOKU |03.22 |50359127| 90 | |334-30|Instituut Burgerlijke Bouwkunde|Kasteelpark Arenberg 40 |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|J. Ramon | 4411| 4411| Capita Selecta Computer Science: Artificial Intelligence | | | | | | | | 
|53310003| 7|201547|18.11.2015|Woensdag |14:00:00|16:00:00|H05N0a|50506605|H05N0A|P |50506610|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|BOKU |03.22 |50359127| 90 | |334-30|Instituut Burgerlijke Bouwkunde|Kasteelpark Arenberg 40 |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|L. De Raedt | 10316| 10316| Capita Selecta Computer Science: Artificial Intelligence | | | | | | | | 
|53310003| 7|201547|18.11.2015|Woensdag |14:00:00|16:00:00|H05N0a|50506605|H05N0A|P |50506610|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|BOKU |03.22 |50359127| 90 | |334-30|Instituut Burgerlijke Bouwkunde|Kasteelpark Arenberg 40 |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|T. Guns | 56117| 56117| Capita Selecta Computer Science: Artificial Intelligence | | | | | | | | 
|53310003| 7|201547|18.11.2015|Woensdag |14:00:00|16:00:00|H05N0a|50506605|H05N0A|P |50506610|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|BOKU |03.22 |50359127| 90 | |334-30|Instituut Burgerlijke Bouwkunde|Kasteelpark Arenberg 40 |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|V. Belle | 100809| 100809| Capita Selecta Computer Science: Artificial Intelligence | | | | | | | | 
|53311461| 7|201547|18.11.2015|Woensdag |14:00:00|16:00:00|H01G1a|50270942|H01G1A|K |50271080|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200S |00.04 |50075355| 40 | |490-17|Seminarielokalen |Celestijnenlaan 200s |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|G. Gielen | 5155| 5148| Computergesteund probleemoplossen: hoorcollege | | | | | | | | 
|53311461| 7|201547|18.11.2015|Woensdag |14:00:00|16:00:00|H01G1a|50270942|H01G1A|K |50271080|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200S |00.04 |50075355| 40 | |490-17|Seminarielokalen |Celestijnenlaan 200s |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|S. Vandewalle | 9501| 9501| Computergesteund probleemoplossen: hoorcollege | | | | | | | | 
|53312565| 6|201547|18.11.2015|Woensdag |14:00:00|16:00:00|H05N2a|50506607|H05N2A|P |50506611|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200B |01.14 |50075319| 40 | |490-11|Instituut voor Wiskunde |Celestijnenlaan 200b |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|P. Dutré | 16791| 16791| Capita selecta, mens machine communicatie en multimedia | | | | | | | | 
|53312565| 6|201547|18.11.2015|Woensdag |14:00:00|16:00:00|H05N2a|50506607|H05N2A|P |50506611|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200B |01.14 |50075319| 40 | |490-11|Instituut voor Wiskunde |Celestijnenlaan 200b |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|E. Duval | 16838| 16838| Capita selecta, mens machine communicatie en multimedia | | | | | | | | 
|53313150| 5|201547|18.11.2015|Woensdag |14:00:00|16:00:00|H04G7a|50448283|H04G7A|K |50448393|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200S |01.05 |50075354| 40 | |490-17|Seminarielokalen |Celestijnenlaan 200s |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|T. Holvoet | 11946| 11946| Capita Selecta Computer Science: Distributed Systems | Dubbele boeking H_GL15 in semester 2 oké | | | | | | | 
|53313150| 5|201547|18.11.2015|Woensdag |14:00:00|16:00:00|H04G7a|50448283|H04G7A|K |50448393|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200S |01.05 |50075354| 40 | |490-17|Seminarielokalen |Celestijnenlaan 200s |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|W. Joosen | 15627| 15627| Capita Selecta Computer Science: Distributed Systems | Dubbele boeking H_GL15 in semester 2 oké | | | | | | | 
|53313150| 5|201547|18.11.2015|Woensdag |14:00:00|16:00:00|H04G7a|50448283|H04G7A|K |50448393|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200S |01.05 |50075354| 40 | |490-17|Seminarielokalen |Celestijnenlaan 200s |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|D. Hughes | 61846| 61846| Capita Selecta Computer Science: Distributed Systems | Dubbele boeking H_GL15 in semester 2 oké | | | | | | | 
|53311136| 19|201547|18.11.2015|Woensdag |16:00:00|18:00:00|H04B4a|50447564|H04B4A|K |50447610|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200S |01.05 |50075354| 40 | |490-17|Seminarielokalen |Celestijnenlaan 200s |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|A. Bertels | 7053| 7053| Frans in de bedrijfsomgeving | | | | | | | | 
|53311945| 8|201547|18.11.2015|Woensdag |16:00:00|18:00:00|G0B34a|50545551|G0B34B|K |50699383|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200B |00.16 |50817846| 60 | |490-11|Instituut voor Wiskunde |Celestijnenlaan 200b |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|B. Berendt | 54729| 54729| Knowledge and the Web: Lecture | Dubbele boeking oké (gelijktijdige activiteit H0Y8) | | | | | | | 
|53311946| 8|201547|18.11.2015|Woensdag |16:00:00|18:00:00|H00Y8a|52714587|G0B34B|K |50699383|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200B |00.16 |50817846| 60 | |490-11|Instituut voor Wiskunde |Celestijnenlaan 200b |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|B. Berendt | 54729| 54729| Knowledge and the Web: Lectures 2 | Dubbele boeking oké (gelijktijdige activiteit H_GB34) | | | | | | | 
|53311984| 8|201547|18.11.2015|Woensdag |16:00:00|18:00:00|H07Z6a|52893134|G0Q66C|P |52893132|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200A |00.225 |50721558| 125 |AUDITORIUM COMPUTERWETENSCHAPPEN |490-12|Computerwetenschappen |Celestijnenlaan 200a |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|P. Dutré | 16791| 16791| Fundamenten van Computergrafiek | | | | | | | | 
|53323139| 3|201547|18.11.2015|Woensdag |16:00:00|18:30:00|H00G6a|50359558|H02C1A|P |50290457|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200S |01.04 |50075353| 40 | |490-17|Seminarielokalen |Celestijnenlaan 200s |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|H. Blockeel | 37438| 8122| Machine Learning and Inductive Inference: Exercises | bewust dubbele boeking docent en set (verschillende Reeksen) | | Group B: a.o. Mcws + Mti | | | | | 
|53323469| 3|201547|18.11.2015|Woensdag |16:00:00|18:30:00|H00G6a|50359558|H02C1A|P |50290457|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200S |00.03 |50075357| 50 | |490-17|Seminarielokalen |Celestijnenlaan 200s |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|H. Blockeel | 37438| 8122| Machine Learning and Inductive Inference: Exercises | bewust dubbele boeking docent | | Group D: a.o. BioInformatics+Information Mgt | | | | | 
|53329626| 4|201547|18.11.2015|Woensdag |16:00:00|18:30:00|H02K6a|50359568|H02A6A|K |50290511|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|ELEC |01.57 |50075205| 32 |Tijdelijk PC-lokaal ESAT |335-01|Elektrotechnisch Instituut |Kasteelpark Arenberg 10 |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|D. Van Compernolle| 3755| 3755| Speech Recognition: Exercises | | | Group B: a.o. Audiology | | | | | 
|53311160| 18|201547|18.11.2015|Woensdag |17:00:00|19:00:00|H04B3a|50447565|H04B3A|K |50447609|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|ILT |01.130 |50433680| 32 |Leslokaal 01.130 |117-04|Instituut Levende Talen |Dekenstraat 6 |Leuven |3000 |BE |1|@08\QStatus@|Goedgekeurd|L. Baten | 5578| 5578| Engels in de bedrijfsomgeving | | | | | | | | 
|53335019| 6|201547|18.11.2015|Woensdag |18:00:00|20:00:00|G0B35a|50545552|G0B34B|K |50699383|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200C |01.03 |50075299| 78 |ICTS PC-KLAS E |493-11|Kandidatuur Natuurkunde |Celestijnenlaan 200c |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|B. Berendt | 54729| 54729| Knowledge and the Web: Exercises | bewust deeltijdse overlap set | | | | | | | 
|53311160| 19|201547|18.11.2015|Woensdag |19:00:00|21:00:00|H04B3a|50447565|H04B3A|K |50447609|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|ILT |01.130 |50433680| 32 |Leslokaal 01.130 |117-04|Instituut Levende Talen |Dekenstraat 6 |Leuven |3000 |BE |1|@08\QStatus@|Goedgekeurd|L. Baten | 5578| 5578| Engels in de bedrijfsomgeving | | | | | | | | 
|53323470| 3|201547|19.11.2015|Donderdag|08:00:00|10:30:00|H00G6a|50359558|H02C1A|P |50290457|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200S |01.03 |50075356| 50 | |490-17|Seminarielokalen |Celestijnenlaan 200s |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|H. Blockeel | 37438| 8122| Machine Learning and Inductive Inference: Exercises | | | Group C | | | | | 
|53311485| 17|201547|19.11.2015|Donderdag|08:30:00|10:30:00|H01F2a|50270933|H01F2A|K |50271075|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200G |00.06 |50075287| 292 | |492-11|Kandidatuur Scheikunde |Celestijnenlaan 200g |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|D. Cattrysse | 14059| 14059| Bedrijfskunde & Entrepreneurship: hoorcollege | | | | | | | | 
|53310675| 5|201547|19.11.2015|Donderdag|10:30:00|13:00:00|G0K32a|50656983|G0K32A|P |50656998|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200A |00.144 |50849433| 60 |Seminarielokaal |490-12|Computerwetenschappen |Celestijnenlaan 200a |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|E. Steegmans | 13942| 13942| Vereistenanalyse voor complexe softwaresystemen | | | | | | | | 
|53303396| 8|201547|19.11.2015|Donderdag|14:00:00|16:00:00|H02C1a|50286650|H02C1A|P |50290457|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|C300 |00.03 |50075273| 241 |AUD. A |391-11|Instituut voor Mechanica |Celestijnenlaan 300 |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|H. Blockeel | 37438| 8122| Machine Learning and Inductive Inference: Lecture |systeemfout dubbele boeking docent???? | | | | | | | 
|53310373| 9|201547|19.11.2015|Donderdag|14:00:00|16:00:00|H00K1a|50394282|H00K1A|K |50394346|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|C300 |04.43 |50075266| 84 |SEM.LOK.C |391-11|Instituut voor Mechanica |Celestijnenlaan 300 |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|L. Pintelon | 2124| 2124| Engineering Economy: Lecture | | | | | | | | 
